,stationid,tempc,feelsc,windspeed_kph,winddir_deg,pressure_mb,precip_mm,humidity,visibility_km,cloud,weather_code,extra_weather_text,uvindex,isday,updatedon,lat,lon
3092,10400922,22,24.56,0.0,0.0,1019.0,1.4,100.0,5.0,100.0,1189.0,Moderate rain,5.0,1.0,2022-02-05 15:00,15.6913003921509,-88.6203994750977
3093,10401255,-3.1,-12.7,54.0,46.9,982.7,1.3,93.1,0.0,100.0,1117.0,Blizzard,1.0,1.0,2022-02-05 15:00,66.0447998046875,-23.0053997039795
3094,10401588,27.1,30.4,26.3,275.8,1008.9,0.0,79.4,10.0,69.0,1006.0,Cloudy,1.0,0.0,2022-02-05 15:00,-5.85647010803223,110.434997558594
3095,10401921,27.8,31.9,23.4,274.9,1007.5,0.8,80.2,9.0,79.0,1063.0,Patchy rain possible,1.0,0.0,2022-02-05 15:00,-8.75479984283447,114.082000732422
3096,10402254,22,24.58,29.9,240.0,1007.1,0.0,78.0,8.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,27.1765003204346,56.25
3097,10402587,16.3,16.3,23.0,284.7,1018.2,0.0,77.7,10.0,5.7,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.2784004211426,13.5242004394531
3098,10402920,26,27.3,23.0,70.3,1018.5,0.0,62.6,10.0,7.8,1000.0,Sunny,7.0,1.0,2022-02-05 15:00,18.4109992980957,-77.1088027954102
3099,10403253,28,29.77,9.0,180.0,1016.9,0.0,70.0,10.0,25.0,1003.0,Partly cloudy,7.0,1.0,2022-02-05 15:00,18.1707992553711,-76.3751983642578
3100,10403586,3.2,-0.9,17.6,337.5,1024.7,0.0,70.3,10.0,51.1,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,31.6065998077393,130.550994873047
3101,10403919,4,-1.78,16.9,270.0,1002.0,0.2,81.0,10.0,75.0,1003.0,Partly cloudy,1.0,1.0,2022-02-05 15:00,55.6992988586426,21.1431999206543
3102,10404252,23.7,25.8,14.0,359.2,1021.3,0.8,84.6,9.0,78.0,1063.0,Patchy rain possible,5.0,1.0,2022-02-05 15:00,19.6219005584717,-87.6269989013672
3103,10404585,29,33.67,15.1,90.0,1014.9,0.5,66.0,10.0,25.0,1009.0,Overcast,6.0,1.0,2022-02-05 15:00,12.0869998931885,-68.9056015014648
3104,10404918,26.4,29.8,10.4,230.0,1001.5,0.0,85.2,10.0,27.3,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,-21.2996006011963,165.751007080078
3105,10405251,30,32.05,6.8,360.0,1014.9,0.0,43.0,10.0,0.0,1000.0,Sunny,7.0,1.0,2022-02-05 15:00,12.4855003356934,-87.1806030273438
3106,10405584,2,-2.32,16.9,60.0,982.1,0.0,69.0,10.0,75.0,1003.0,Partly cloudy,1.0,1.0,2022-02-05 15:00,62.1002998352051,7.20359992980957
3107,10405917,2,-2.64,16.9,60.0,982.1,0.3,69.0,10.0,75.0,1003.0,Partly cloudy,1.0,1.0,2022-02-05 15:00,61.8348007202148,6.80465984344482
3108,10406250,-6.3,-11.1,10.8,176.0,987.3,0.6,97.1,2.0,90.6,1225.0,Heavy snow,1.0,1.0,2022-02-05 15:00,61.4902992248535,7.59979009628296
3109,10406583,26.2,28.8,19.4,27.3,1014.8,2.6,79.1,7.0,71.0,1243.0,Moderate or heavy rain shower,6.0,1.0,2022-02-05 15:00,9.29730987548828,-78.1787033081055
3110,10406916,29,31.66,19.1,330.0,1013.9,0.0,66.0,9.0,25.0,1003.0,Partly cloudy,7.0,1.0,2022-02-05 15:00,9.35000038146973,-79.9000015258789
3111,10407249,5,2.02,13.0,250.0,1014.9,0.0,61.0,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,44.1743011474609,28.6194000244141
3112,10407582,-7,-13.97,15.1,10.0,993.9,0.0,62.0,10.0,75.0,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,53.0411987304688,158.643005371094
3113,10407915,23,24.98,16.9,240.0,1015.9,0.0,50.0,10.0,0.0,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,28.0699996948242,-17.1000003814697
3114,10408248,12.8,11.9,10.8,37.2,1029.9,0.0,58.2,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,43.5121002197266,-7.03896999359131
3115,10408581,26.4,28.0,23.8,82.0,1014.8,0.0,65.1,10.0,25.9,1003.0,Partly cloudy,7.0,1.0,2022-02-05 15:00,13.0,-61.2299995422363
3116,10408914,29,31.72,29.9,90.0,1014.9,0.0,58.0,10.0,25.0,1003.0,Partly cloudy,7.0,1.0,2022-02-05 15:00,13.368200302124,-61.1828994750977
3117,10409247,30,34.89,15.1,130.0,1012.9,0.4,59.0,10.0,75.0,1003.0,Partly cloudy,6.0,1.0,2022-02-05 15:00,10.6700000762939,-61.5
3118,10409580,5.6,2.9,12.6,118.8,1020.2,0.0,53.7,10.0,31.4,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,42.0247993469238,35.1671981811523
3119,10409913,13.5,13.9,4.3,316.4,1019.0,0.0,41.9,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,36.3858985900879,31.9482002258301
3120,10410246,11,10.27,6.8,280.0,1019.0,0.0,66.0,10.0,25.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,40.1453018188477,26.4055995941162
3121,10410579,5.9,2.5,18.0,183.9,1017.5,0.0,74.1,10.0,100.0,1009.0,Overcast,1.0,0.0,2022-02-05 15:00,44.5121994018555,33.4863014221191
3122,10410912,5,1.4,17.3,180.7,1017.6,0.1,79.4,10.0,86.2,1063.0,Patchy rain possible,2.0,1.0,2022-02-05 15:00,44.6102981567383,33.5346984863281
3123,10411245,6.5,6.5,9.0,60.0,1025.7,1.0,82.0,16.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,19.6632995605469,-155.082992553711
3124,10411578,4.4,0.72,31.0,200.0,1014.2,0.4,83.0,16.0,100.0,1009.0,Overcast,1.0,0.0,2022-02-05 15:00,59.4785995483398,-135.285995483398
3125,10411911,1.3,-2.2,24.1,190.0,1001.7,0.9,99.0,9.7,100.0,1183.0,Light rain,1.0,0.0,2022-02-05 15:00,60.0976982116699,-149.447006225586
3126,10412244,25,28.0,7.9,271.4,1005.6,1.3,93.0,10.0,53.5,1240.0,Light rain shower,1.0,0.0,2022-02-05 15:00,-15.1781997680664,166.815994262695
3127,10412577,29,31.5,8.6,83.5,1013.7,0.4,61.4,10.0,55.5,1240.0,Light rain shower,6.0,1.0,2022-02-05 15:00,9.18887042999268,-61.0564994812012
3128,10412910,3.3,2.8,3.6,312.5,1018.4,0.0,84.6,10.0,11.4,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,41.8300018310547,23.5
3129,10413243,-10.7,-24.8,76.7,295.7,1002.8,0.0,61.5,10.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,59.7564010620117,-44.1211013793945
3130,10413576,6.2,-0.3,62.6,236.3,988.4,0.9,90.0,9.0,100.0,1183.0,Light rain,2.0,1.0,2022-02-05 15:00,58.8591995239258,3.73534989356995
3131,10413909,-14,-17.74,16.9,360.0,1018.6,0.0,74.0,10.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,48.1221008300781,-69.7192001342773
3132,10414242,10,10.25,6.8,340.0,1019.0,0.1,94.0,10.0,75.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,44.0955009460449,15.2600002288818
3133,10414575,-14,-17.97,16.9,360.0,1018.6,0.0,74.0,10.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,48.1073989868164,-69.6973037719727
3134,10415241,14.5,15.0,4.3,249.3,1017.4,0.0,67.4,10.0,5.7,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,38.4320983886719,22.4230995178223
3135,10415574,21.8,21.8,49.0,358.3,1021.8,0.0,50.7,10.0,4.4,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,16.1725006103516,-95.2074966430664
3136,10415907,32,35.58,13.0,290.0,1005.1,0.0,67.0,10.0,25.0,1003.0,Partly cloudy,8.0,1.0,2022-02-05 15:00,-26.9074001312256,-48.6638984680176
3137,10416240,-16.4,-30.7,51.8,28.7,997.6,0.7,98.8,0.0,100.0,1117.0,Blizzard,1.0,0.0,2022-02-05 15:00,76.7201995849609,17.7539005279541
3138,10416573,18.4,18.4,23.8,79.5,1017.9,0.0,80.9,10.0,21.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,30.6945991516113,-16.4136009216309
3139,10416906,26.6,28.9,26.6,95.3,1014.8,2.6,73.3,7.0,60.6,1243.0,Moderate or heavy rain shower,1.0,0.0,2022-02-05 15:00,-16.0510997772217,-145.662002563477
3140,10417239,-14.2,-24.5,27.0,101.8,1011.0,0.0,93.6,10.0,100.0,1009.0,Overcast,1.0,0.0,2022-02-05 15:00,82.1184005737305,39.375
3141,10417572,24,25.7,22.0,120.0,1025.1,0.0,69.0,10.0,25.0,1003.0,Partly cloudy,6.0,1.0,2022-02-05 15:00,-27.1520004272461,-109.434997558594
3142,10417905,21,21.0,24.1,239.0,1016.2,0.0,69.3,10.0,31.6,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,27.0590991973877,178.593994140625
3143,10449873,28,34.07,19.1,290.0,1008.1,0.5,84.0,10.0,50.0,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,-8.53485012054443,115.509002685547
3144,10450206,12,10.49,9.0,230.0,1019.0,0.0,67.0,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,43.1699981689453,16.4300003051758
3145,10450539,12,11.12,9.0,230.0,1019.0,0.0,67.0,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,43.1500015258789,16.6499996185303
3146,10450872,15,15.13,6.8,270.0,1019.0,1.0,63.0,10.0,25.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,32.7799987792969,35.5299987792969
3147,10516473,26,29.8,0.0,87.1,1010.2,2.4,84.0,9.0,50.0,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,1.48000001907349,124.830001831055
3148,10516806,3,-1.43,9.0,50.0,997.6,0.0,75.0,16.0,25.0,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,57.4900016784668,-152.240005493164
3149,10517139,18,18.0,6.1,260.0,1021.0,0.0,42.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,36.7400016784668,-3.5
3150,10517472,13.9,13.9,6.1,134.1,1022.8,0.0,22.4,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,28.0583000183105,14.8500003814697
3151,10517805,23,24.93,16.9,240.0,1015.9,0.0,50.0,10.0,0.0,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,28.4699993133545,-16.25
3152,10518138,20,20.0,9.0,100.0,1016.9,0.0,35.0,10.0,0.0,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,28.0743007659912,-16.7292995452881
3153,10518471,20,20.0,9.0,100.0,1016.9,0.0,35.0,10.0,0.0,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,28.0443000793457,-16.5359001159668
3154,10518804,23,24.9,16.9,240.0,1015.9,0.0,50.0,10.0,0.0,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,28.4794006347656,-16.4365997314453
3155,10519137,20,20.0,9.0,100.0,1016.9,0.0,35.0,10.0,0.0,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,28.0273990631104,-16.6082992553711
3156,10519470,20,20.0,9.0,100.0,1016.9,0.0,35.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,28.2000007629395,-16.7833003997803
3157,10519803,23,24.9,16.9,240.0,1015.9,0.0,50.0,10.0,0.0,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,28.0296001434326,-16.7236003875732
3158,10520136,20,20.0,9.0,100.0,1016.9,0.0,35.0,10.0,0.0,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,28.2402992248535,-16.8369998931885
3159,10520469,22,24.12,11.2,60.0,1015.9,0.0,50.0,10.0,0.0,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,28.9071006774902,-13.7368001937866
3160,10520802,23,24.86,16.9,240.0,1015.9,0.0,50.0,10.0,0.0,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,28.0638999938965,-16.7306003570557
3161,10521135,20,20.0,9.0,100.0,1016.9,0.0,35.0,10.0,0.0,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,28.1222991943359,-16.7744007110596
3162,10521468,23,24.8,16.9,240.0,1015.9,0.0,50.0,10.0,0.0,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,28.4134006500244,-16.5452003479004
3163,10521801,20,20.0,9.0,100.0,1016.9,0.0,35.0,10.0,0.0,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,28.2357006072998,-16.8409996032715
3164,10522134,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.1016998291016,-7.66296005249023
3165,10522467,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.0957984924316,-8.23972034454346
3166,10522800,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.13330078125,-8.35000038146973
3167,10523133,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.0875015258789,-8.03077983856201
3168,10523466,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.0200004577637,-7.96999979019165
3169,10523799,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.1287002563477,-8.59393978118896
3170,10524132,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.1032981872559,-8.36184024810791
3171,10524465,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.087100982666,-8.21669960021973
3172,10524798,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.0200004577637,-7.96999979019165
3173,10525131,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.13330078125,-7.91666984558105
3174,10525464,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.0999984741211,-8.21667003631592
3175,10525797,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.0900993347168,-8.41211986541748
3176,10526130,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.0906982421875,-8.45291996002197
3177,10526463,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.0167007446289,-7.93899011611938
3178,10526796,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.11669921875,-8.51667022705078
3179,10527129,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.13330078125,-8.23332977294922
3180,10527462,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.0666999816895,-8.10000038146973
3181,10527795,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.13330078125,-8.0
3182,10528128,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.11669921875,-8.30000019073486
3183,10528461,17.7,17.7,22.3,327.4,1023.6,0.0,58.7,10.0,7.8,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.0999984741211,-8.66666984558105
3184,10528794,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.1375007629395,-8.02340984344482
3185,10529127,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.1300010681152,-8.52999973297119
3186,10529460,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.0833015441895,-7.78332996368408
3187,10529793,16.5,16.5,19.1,331.0,1023.4,0.0,47.9,10.0,6.5,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.318000793457,-8.55601978302002
3188,10530126,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.1026992797852,-8.2359504699707
3189,10530459,17.3,17.3,26.3,330.4,1023.8,0.0,60.9,10.0,8.6,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.0833015441895,-8.75
3190,10530792,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.0332984924316,-7.83333015441895
3191,10531125,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.11669921875,-8.33333015441895
3192,10531458,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.1268005371094,-8.4018497467041
3193,10531791,6,5.34,0.0,0.0,1017.9,0.0,56.0,10.0,75.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,41.1548004150391,20.1602993011475
3194,10532124,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.1223983764648,-8.5383996963501
3195,10532457,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.1198997497559,-8.56044960021973
3196,10532790,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.0345993041992,-8.02176952362061
3197,10533123,15,15.5,15.1,320.0,1026.1,0.0,67.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,41.6500015258789,-8.55000019073486
3198,10533456,14.4,13.6,12.2,37.1,1023.6,0.0,52.1,10.0,10.7,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,39.4000015258789,-7.36667013168335
3199,10533789,18,18.0,19.1,70.0,1030.1,0.1,68.0,10.0,75.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,38.4193992614746,-28.3472003936768
3200,10534122,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.0833015441895,-8.28332996368408
3201,10534455,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.1258010864258,-7.64983987808228
3202,10534788,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.0999984741211,-8.28332996368408
3203,10535121,15,13.92,22.0,330.0,1025.1,0.0,72.0,10.0,25.0,1003.0,Partly cloudy,5.0,1.0,2022-02-05 15:00,40.6049003601074,-8.24127960205078
3204,10535454,19,19.0,20.2,330.0,1022.0,0.0,40.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,37.0811004638672,-8.109450340271
3205,10535787,14,12.87,29.9,290.0,1017.9,0.0,67.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,36.3384017944336,28.1730995178223
3206,10536120,14,12.87,29.9,290.0,1017.9,0.0,67.0,10.0,25.0,1003.0,Partly cloudy,5.0,1.0,2022-02-05 15:00,36.3250999450684,28.1758003234863
3207,10536453,11,11.0,6.8,210.0,1019.0,0.0,50.0,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,37.9310989379883,28.0678997039795
3208,10536786,14,12.98,29.9,290.0,1017.9,0.0,67.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,36.1734008789063,27.9244995117188
3209,10537119,14,13.02,29.9,290.0,1017.9,0.0,67.0,10.0,25.0,1003.0,Partly cloudy,5.0,1.0,2022-02-05 15:00,36.252498626709,28.1527996063232
3210,10537452,8.7,8.5,4.3,260.4,1017.9,0.0,77.0,10.0,7.5,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,37.8629989624023,22.3274993896484
3211,10537785,14,12.7,29.9,290.0,1017.9,0.0,67.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,36.0999984741211,28.0167007446289
3212,10538118,14,12.58,29.9,290.0,1017.9,0.0,67.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,36.0850982666016,28.0879993438721
3213,10538451,16,16.0,0.0,270.1,1020.0,0.0,77.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,35.0559005737305,25.2959995269775
3214,10538784,14,12.7,13.0,260.0,1017.9,0.0,47.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,36.4379005432129,28.2198009490967
3215,10539117,14,12.8,29.9,290.0,1017.9,0.0,67.0,10.0,25.0,1003.0,Partly cloudy,5.0,1.0,2022-02-05 15:00,36.4000015258789,28.1667003631592
3216,10539450,17,17.0,11.2,130.0,1022.0,0.0,68.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,36.5951995849609,-4.5733699798584
3217,10539783,15.6,15.6,5.4,172.6,1021.9,0.0,66.0,10.0,92.8,1009.0,Overcast,4.0,1.0,2022-02-05 15:00,36.701000213623,-3.41648006439209
3218,10540449,17,17.0,11.2,130.0,1022.0,0.0,68.0,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,36.7999992370605,-3.90000009536743
3219,10540782,17,17.0,11.2,130.0,1022.0,0.0,68.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,36.5390014648438,-4.62435007095337
3220,10541115,17,17.0,11.2,130.0,1022.0,0.0,68.0,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,36.7588005065918,-3.88679003715515
3221,10541448,17,17.0,11.2,130.0,1022.0,0.0,68.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,36.5666999816895,-4.84999990463257
3222,10541781,20,20.0,19.1,260.0,1021.0,0.0,49.0,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,36.4873008728027,-4.95542001724243
3223,10542114,20,20.0,19.1,260.0,1021.0,0.0,49.0,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,36.4832992553711,-4.98330020904541
3224,10542447,17,17.0,11.2,130.0,1022.0,0.0,68.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,36.6417999267578,-4.50372982025146
3225,10542780,18,18.0,6.1,260.0,1021.0,0.0,42.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,36.7667007446289,-3.96670007705688
3226,10543113,15,13.95,22.0,80.0,1023.0,0.5,82.0,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,38.5713996887207,-0.0682260021567345
3227,10543446,15,14.01,22.0,80.0,1023.0,0.5,82.0,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,38.6002006530762,-0.0492219999432564
3228,10543779,9.5,8.5,7.6,340.5,1024.4,1.1,86.9,9.0,89.4,1183.0,Light rain,2.0,1.0,2022-02-05 15:00,38.7667007446289,-0.116667002439499
3229,10544112,12,10.7,12.2,341.1,1024.2,0.8,84.0,9.0,74.1,1180.0,Patchy light rain,3.0,1.0,2022-02-05 15:00,38.7167015075684,0.0500000007450581
3230,10544445,13.2,11.8,15.5,355.7,1024.1,0.6,82.8,2.0,100.0,1153.0,Light drizzle,3.0,1.0,2022-02-05 15:00,38.6464996337891,0.045380000025034
3231,10544778,13,11.5,15.8,342.3,1024.1,0.8,84.2,9.0,100.0,1183.0,Light rain,3.0,1.0,2022-02-05 15:00,38.6907005310059,0.149250000715256
3232,10545111,13,11.7,14.0,327.4,1024.2,0.9,83.9,9.0,82.7,1183.0,Light rain,3.0,1.0,2022-02-05 15:00,38.7887992858887,0.166335999965668
3233,10545444,14,13.5,11.2,70.0,1024.0,0.0,82.0,10.0,25.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,38.9748001098633,1.29217994213104
3234,10545777,13.2,11.8,15.5,343.2,1024.1,0.8,84.1,9.0,100.0,1183.0,Light rain,3.0,1.0,2022-02-05 15:00,38.6892013549805,0.134586006402969
3235,10546110,15,14.2,22.0,80.0,1023.0,0.3,82.0,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,38.3674011230469,-0.410100013017654
3236,10546443,20,20.0,19.1,260.0,1021.0,0.0,49.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,36.3306007385254,-5.3374400138855
3237,10546776,15,14.39,22.0,80.0,1023.0,0.4,82.0,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,38.5078010559082,-0.232612997293472
3238,10547109,9.6,9.6,1.4,76.3,1017.9,0.0,73.6,10.0,21.8,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,39.7724990844727,21.5403003692627
3239,10547442,10.8,9.6,10.1,243.6,1018.4,0.0,63.9,10.0,3.6,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,40.2472991943359,23.6854991912842
3240,10547775,15,14.17,9.0,160.0,1017.9,0.1,77.0,10.0,50.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,37.75,20.8799991607666
3241,10548108,12,12.22,0.0,0.0,1017.9,0.0,50.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,39.323600769043,22.9258995056152
3242,10548441,13,11.64,0.0,0.0,1017.9,0.1,77.0,10.0,50.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,37.8315010070801,20.8794994354248
3243,10548774,15,14.1,9.0,160.0,1017.9,0.1,77.0,10.0,50.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,37.7733993530273,20.9069995880127
3244,10549107,14,14.8,0.0,0.0,1017.9,0.0,51.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,37.9182014465332,23.7194995880127
3245,10549440,11,11.0,0.0,231.2,1017.9,0.0,66.0,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,39.3755989074707,21.1147003173828
3246,10549773,13,12.68,0.0,0.0,1017.9,0.0,77.0,10.0,50.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,37.8333015441895,21.5666999816895
3247,10550106,15,14.24,9.0,160.0,1017.9,0.1,77.0,10.0,50.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,37.7167015075684,20.7833003997803
