,stationid,tempc,feelsc,windspeed_kph,winddir_deg,pressure_mb,precip_mm,humidity,visibility_km,cloud,weather_code,extra_weather_text,uvindex,isday,updatedon,lat,lon
3248,10550439,15,14.1,9.0,160.0,1017.9,0.1,77.0,10.0,50.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,37.7914009094238,20.895299911499
3249,10550772,15,14.17,9.0,160.0,1017.9,0.1,77.0,10.0,50.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,37.8157997131348,20.8535995483398
3250,10551105,13,11.68,0.0,0.0,1017.9,0.1,77.0,10.0,50.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,37.8185005187988,20.8780994415283
3251,10551438,15,14.04,9.0,160.0,1017.9,0.1,77.0,10.0,50.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,37.7167015075684,20.9832992553711
3252,10551771,15,14.1,9.0,160.0,1017.9,0.1,77.0,10.0,50.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,37.7914009094238,20.895299911499
3253,10552104,14.6,13.9,12.2,85.0,1021.5,0.0,72.8,10.0,13.2,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,36.9221992492676,1.57785999774933
3254,10552437,16,16.0,6.8,330.0,1024.0,0.0,68.0,10.0,50.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,39.3199996948242,2.99000000953674
3255,10552770,16,16.0,6.8,330.0,1024.0,0.0,68.0,10.0,50.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,39.3300018310547,3.15000009536743
3256,10553103,16,16.0,6.8,330.0,1024.0,0.3,68.0,10.0,50.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,39.5400009155273,3.33999991416931
3257,10553436,16,16.0,6.8,330.0,1024.0,0.5,68.0,10.0,50.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,39.5777015686035,3.37596011161804
3258,10553769,12.1,10.4,15.8,349.1,1024.4,0.9,88.2,9.0,100.0,1183.0,Light rain,3.0,1.0,2022-02-05 15:00,39.7100982666016,3.45654010772705
3259,10554102,13,11.53,6.8,350.0,1024.0,0.2,72.0,10.0,75.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,39.9723014831543,3.8346700668335
3260,10554435,9,7.3,6.8,310.0,1014.9,0.0,50.0,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,42.7085990905762,27.7569999694824
3261,10554768,22,24.45,11.2,60.0,1015.9,0.0,50.0,10.0,0.0,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,28.158899307251,-14.2276000976563
3262,10555101,21,21.0,9.0,90.0,1015.9,0.0,56.0,10.0,0.0,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,27.8150005340576,-15.7531995773315
3263,10555434,16.5,16.5,11.9,23.3,1016.3,0.0,67.5,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,28.9799995422363,-16.6200008392334
3264,10555767,16.3,16.3,30.2,356.1,1019.8,0.0,51.6,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,25.368200302124,34.7246017456055
3265,10556100,16,16.0,23.8,23.3,1020.0,0.0,49.2,10.0,3.5,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,26.0400009155273,33.9700012207031
3266,10556433,16,16.0,11.2,330.0,1016.9,0.0,39.0,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,26.1100006103516,43.2799987792969
3267,10556766,17.6,17.6,27.7,16.1,1020.1,0.0,40.5,10.0,6.7,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,28.5,34.5200004577637
3268,10557099,13.9,13.9,2.9,240.2,1019.7,0.0,67.4,10.0,12.7,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,35.0099983215332,25.7399997711182
3269,10557432,16,16.0,0.0,333.1,1020.0,0.0,77.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,35.1980018615723,25.7138996124268
3270,10557765,16,16.0,0.0,349.7,1020.0,0.0,77.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,35.2593002319336,25.6881999969482
3271,10558098,15,14.64,20.2,270.0,1017.9,0.0,72.0,10.0,25.0,1003.0,Partly cloudy,5.0,1.0,2022-02-05 15:00,35.3684997558594,24.4869003295898
3272,10558431,11,9.65,6.8,250.0,1019.0,0.0,62.0,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,40.0900001525879,23.3099994659424
3273,10558764,16,16.0,15.1,90.0,1023.0,0.0,68.0,10.0,25.0,1183.0,Light rain,4.0,1.0,2022-02-05 15:00,37.9799995422363,-0.680000007152557
3274,10559097,14,14.12,13.0,190.0,1023.0,0.0,67.0,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,41.8800010681152,3.1800000667572
3275,10559430,13,11.04,28.1,300.0,1024.0,0.0,54.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,42.2599983215332,3.17000007629395
3276,10559763,17,17.0,9.0,210.0,1022.0,0.0,68.0,10.0,75.0,1003.0,Partly cloudy,5.0,1.0,2022-02-05 15:00,36.7000007629395,-2.78999996185303
3277,10560096,17,17.0,9.0,210.0,1022.0,0.0,68.0,10.0,75.0,1003.0,Partly cloudy,5.0,1.0,2022-02-05 15:00,37.1399993896484,-1.85000002384186
3278,10560429,14.8,15.5,4.0,259.4,1023.4,0.0,56.0,10.0,100.0,1009.0,Overcast,3.0,1.0,2022-02-05 15:00,40.7200012207031,0.709999978542328
3279,10560762,13,13.0,6.8,130.0,1019.0,0.0,51.0,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,37.3577995300293,27.2765007019043
3280,10561095,12,10.4,14.4,315.4,1019.1,0.0,56.5,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,36.2652015686035,29.413200378418
3281,10561428,12,12.0,6.1,200.0,1017.9,0.0,67.0,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,36.7761993408203,31.3840999603271
3282,10561761,14,13.97,29.9,290.0,1017.9,0.0,67.0,10.0,25.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,36.8473014831543,28.2539005279541
3283,10572084,9,7.3,6.8,310.0,1014.9,0.0,50.0,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,42.689998626709,27.7099990844727
3284,10572417,25,26.46,16.9,60.0,1021.0,0.0,74.0,9.0,25.0,1003.0,Partly cloudy,6.0,1.0,2022-02-05 15:00,22.5,-78.4700012207031
3285,10572750,11,9.31,15.1,300.0,1017.9,0.0,71.0,10.0,50.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,34.9799995422363,34.0
3286,10573083,26,27.94,19.1,70.0,1017.9,0.6,65.0,10.0,50.0,1003.0,Partly cloudy,6.0,1.0,2022-02-05 15:00,18.7199993133545,-68.4499969482422
3287,10573416,11,9.22,15.1,310.0,1029.1,0.0,54.0,10.0,75.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,44.8499984741211,0.479999989271164
3288,10573749,10,7.99,15.1,260.0,1029.1,0.0,66.0,10.0,25.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,46.5,-0.680000007152557
3289,10574082,14,14.8,6.8,180.0,1015.9,0.0,67.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,38.4700012207031,23.6000003814697
3290,10574415,14,13.22,0.0,0.0,1017.9,0.0,67.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,38.2400016784668,20.5900001525879
3291,10574748,9,9.0,0.0,0.0,1020.0,0.0,57.0,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,39.2599983215332,26.2800006866455
3292,10575081,9,9.3,9.0,180.0,1017.9,0.0,66.0,10.0,25.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,40.689998626709,24.6499996185303
3293,10575414,11,11.35,0.0,310.2,1019.0,0.0,66.0,8.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,46.0,9.26000022888184
3294,10575747,10,10.0,4.0,200.0,1019.0,0.0,82.0,3.5,0.0,1030.0,Mist,4.0,1.0,2022-02-05 15:00,45.5800018310547,10.6199998855591
3295,10576080,23.7,25.8,10.8,6.0,1021.2,0.2,84.3,9.0,89.0,1063.0,Patchy rain possible,5.0,1.0,2022-02-05 15:00,20.2099990844727,-87.4400024414063
3296,10576413,16,16.0,6.8,330.0,1024.0,0.5,68.0,10.0,50.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,39.8300018310547,3.10999989509583
3297,10576746,14,12.7,13.0,190.0,1023.0,0.0,67.0,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,41.7000007629395,2.84999990463257
3298,10577079,16,16.0,6.8,330.0,1024.0,0.2,68.0,10.0,50.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,39.5099983215332,2.53999996185303
3299,10577412,17,17.0,16.9,310.0,1021.0,0.0,68.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,36.4000015258789,10.6199998855591
3300,10577745,23,24.41,4.0,90.0,1020.0,0.0,23.0,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,35.8899993896484,10.6000003814697
3301,10578078,12,12.0,6.1,200.0,1017.9,0.0,67.0,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,36.8499984741211,31.0499992370605
3302,10578411,14,14.0,13.0,260.0,1017.9,0.0,47.0,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,36.5499992370605,29.1100006103516
3303,10578744,12.2,11.74,15.1,120.0,1023.7,0.0,19.0,16.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,33.810001373291,-117.919998168945
3304,10579077,12,12.22,0.0,0.0,1015.9,0.0,88.0,2.3,0.0,1030.0,Mist,1.0,0.0,2022-02-05 15:00,28.4599990844727,77.0199966430664
3305,10579410,15,14.27,6.8,270.0,1017.9,0.2,63.0,10.0,50.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,40.5499992370605,14.2399997711182
3306,10579743,10,5.94,47.9,240.0,1016.9,0.4,87.0,9.0,75.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,51.7299995422363,-4.23999977111816
3307,10580076,7,3.69,19.1,230.0,1020.0,0.0,57.0,10.0,75.0,1003.0,Partly cloudy,1.0,1.0,2022-02-05 15:00,50.3326988220215,6.9426097869873
3308,10580409,0.6,-3.2,0.0,0.0,995.9,0.0,96.0,16.0,100.0,1009.0,Overcast,1.0,0.0,2022-02-05 15:00,54.4900016784668,-164.020004272461
3309,10580742,9.9,7.8,15.1,262.8,1003.3,0.0,73.3,10.0,70.2,1006.0,Cloudy,2.0,1.0,2022-02-05 15:00,-55.5859985351563,-67.1600036621094
3310,10581075,-8.1,-13.9,13.0,193.6,1014.5,1.0,97.2,2.0,100.0,1225.0,Heavy snow,1.0,0.0,2022-02-05 15:00,60.2300987243652,-139.492004394531
3311,10581408,21,21.0,15.1,290.0,1013.9,0.0,83.0,8.0,0.0,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,-13.7868003845215,-76.3142013549805
3312,10581741,26.1,28.1,29.5,107.2,1013.1,0.1,73.2,10.0,51.5,1063.0,Patchy rain possible,1.0,0.0,2022-02-05 15:00,-9.0,-139.300003051758
3313,10582074,20,20.0,24.1,80.0,1021.0,0.1,83.0,10.0,75.0,1003.0,Partly cloudy,5.0,1.0,2022-02-05 15:00,-33.9300003051758,25.7590007781982
3314,10582407,26.6,29.0,29.2,98.9,1013.8,0.3,74.3,10.0,71.5,1240.0,Light rain shower,1.0,0.0,2022-02-05 15:00,-14.9666996002197,-147.667007446289
3315,10582740,25,26.9,19.4,68.0,1014.9,0.0,76.4,10.0,43.6,1003.0,Partly cloudy,7.0,1.0,2022-02-05 15:00,11.5127000808716,-66.4526977539063
3316,10583073,15,14.35,9.0,20.0,1017.9,0.0,77.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,38.4039993286133,14.9619998931885
3317,10583406,-9.4,-20.5,45.0,95.3,1003.5,0.0,79.7,10.0,23.3,1000.0,Clear,1.0,0.0,2022-02-05 15:00,80.0999984741211,14.3000001907349
3318,10585737,29,34.26,9.0,120.0,1008.1,0.0,66.0,10.0,75.0,1003.0,Partly cloudy,7.0,1.0,2022-02-05 15:00,-3.60999989509583,39.8499984741211
3319,10586070,13,13.34,0.0,0.0,1017.9,0.0,77.0,10.0,50.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,38.6269989013672,21.3087997436523
3320,10586403,14,13.2,11.9,119.9,1018.2,0.0,56.4,10.0,4.7,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,37.301399230957,23.1471996307373
3321,10586736,11,11.35,9.0,150.0,1017.9,0.0,62.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,38.189998626709,26.7700004577637
3322,10587069,11,10.88,6.8,240.0,1019.0,0.0,47.0,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,37.0200004577637,27.3500003814697
3323,10587402,14,12.94,0.0,0.0,1017.9,0.0,67.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,38.61669921875,20.6833000183105
3324,10587735,14,13.13,0.0,0.0,1017.9,0.0,67.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,38.7047996520996,20.7145004272461
3325,10588068,15.6,15.6,15.1,160.9,1017.2,0.1,76.3,10.0,78.0,1063.0,Patchy rain possible,4.0,1.0,2022-02-05 15:00,38.0,20.5
3326,10588401,15,13.7,13.0,140.0,1017.9,0.0,63.0,10.0,50.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,39.5999984741211,19.6000003814697
3327,10588734,14,12.33,13.0,230.0,1019.0,0.0,88.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,36.3600006103516,22.5
3328,10589067,15,13.33,19.1,270.0,1019.0,0.0,67.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,36.4000015258789,25.0
3329,10589400,-17.9,-21.3,4.3,329.7,1022.0,0.5,98.4,2.0,100.0,1225.0,Heavy snow,1.0,0.0,2022-02-05 15:00,42.7000007629395,44.5200004577637
3330,10589733,-20.1,-24.1,4.7,242.7,1019.7,0.1,95.6,5.0,77.5,1219.0,Moderate snow,1.0,0.0,2022-02-05 15:00,30.7800006866455,93.4000015258789
3331,10590066,-18,-29.9,29.5,259.2,1012.3,0.0,73.2,10.0,13.4,1000.0,Clear,1.0,0.0,2022-02-05 15:00,34.0999984741211,95.0299987792969
3332,10590399,-22.6,-28.1,6.1,209.4,1034.1,0.0,59.0,10.0,4.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,30.5499992370605,81.4300003051758
3333,10590732,-30.9,-39.4,8.6,310.7,1046.8,0.0,72.3,10.0,6.8,1000.0,Clear,1.0,0.0,2022-02-05 15:00,32.2700004577637,91.6699981689453
3334,10591065,-20.8,-30.0,14.8,303.2,1018.0,0.3,93.2,7.0,100.0,1258.0,Moderate or heavy snow showers,1.0,0.0,2022-02-05 15:00,30.7299995422363,92.4499969482422
3335,10591398,-25.5,-25.5,2.2,215.9,1037.2,0.0,65.8,10.0,4.2,1000.0,Clear,1.0,0.0,2022-02-05 15:00,31.3700008392334,90.0199966430664
3336,10591731,-20,-22.6,3.2,248.7,1021.0,0.0,39.1,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,30.9500007629395,88.629997253418
3337,10592064,-20.7,-36.0,46.8,259.1,1019.3,0.1,41.7,9.0,85.0,1066.0,Patchy snow possible,1.0,0.0,2022-02-05 15:00,35.2200012207031,93.0800018310547
3338,10592397,-18.2,-31.5,38.2,281.3,1019.5,0.0,21.1,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,34.2200012207031,92.4300003051758
3339,10592730,-18.7,-27.2,14.0,267.4,1025.7,0.0,78.3,10.0,14.1,1000.0,Clear,1.0,0.0,2022-02-05 15:00,31.4799995422363,92.0699996948242
3340,10593063,-29.9,-29.9,2.9,58.0,1046.1,0.0,66.7,10.0,4.9,1000.0,Clear,1.0,0.0,2022-02-05 15:00,32.2999992370605,84.0500030517578
3341,10593396,-13.6,-23.3,24.5,224.7,1001.8,0.0,72.5,10.0,34.7,1255.0,Light snow showers,1.0,0.0,2022-02-05 15:00,33.7999992370605,97.129997253418
3342,10593729,8.7,7.1,9.7,357.8,1017.9,0.7,71.0,10.0,86.0,1273.0,Patchy light rain with thunder,2.0,1.0,2022-02-05 15:00,-10.6800003051758,-76.2699966430664
3343,10594062,-26.9,-36.3,11.9,250.2,1036.0,0.0,48.2,10.0,99.5,1009.0,Overcast,1.0,0.0,2022-02-05 15:00,38.5200004577637,73.6800003051758
3344,10594395,-12.6,-17.3,7.6,265.2,1011.1,0.0,32.6,10.0,7.7,1000.0,Clear,1.0,0.0,2022-02-05 15:00,28.6299991607666,87.0800018310547
3345,10594728,-20.2,-30.0,17.3,2.1,1029.7,0.0,85.0,10.0,21.2,1210.0,Patchy light snow,1.0,0.0,2022-02-05 15:00,27.7299995422363,89.0800018310547
3346,10595061,-16.5,-20.8,5.8,277.5,1022.3,0.0,49.3,10.0,2.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,32.5,80.0800018310547
3347,10595394,-9.3,-14.4,10.1,246.7,998.7,0.1,60.1,10.0,80.0,1255.0,Light snow showers,1.0,0.0,2022-02-05 15:00,34.9199981689453,98.2200012207031
3348,10595727,-25.4,-33.9,10.4,199.0,1039.7,0.0,55.0,10.0,3.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,39.2999992370605,73.3300018310547
3349,10596060,-35.2,-49.1,18.4,176.0,1048.6,0.0,39.1,10.0,63.9,1006.0,Cloudy,1.0,0.0,2022-02-05 15:00,35.9199981689453,76.75
3350,10596393,-13.5,-24.8,35.3,260.6,1003.4,0.0,46.8,7.0,5.4,1216.0,Patchy moderate snow,1.0,0.0,2022-02-05 15:00,34.1300010681152,95.7799987792969
3351,10596726,-11.7,-17.4,10.4,219.3,1003.6,0.0,72.4,10.0,12.8,1000.0,Clear,1.0,0.0,2022-02-05 15:00,34.5,98.879997253418
3352,10597059,-19.4,-27.5,12.6,185.4,1027.3,0.0,40.7,10.0,7.1,1000.0,Clear,1.0,0.0,2022-02-05 15:00,38.9199981689453,72.1699981689453
3353,10597392,-12.7,-18.4,9.7,201.6,1010.3,0.2,94.5,7.0,66.2,1258.0,Moderate or heavy snow showers,1.0,0.0,2022-02-05 15:00,32.25,96.2200012207031
3354,10597725,-18.9,-27.9,15.5,204.5,1014.5,0.0,83.4,10.0,17.7,1000.0,Clear,1.0,0.0,2022-02-05 15:00,32.9799995422363,98.0999984741211
3355,10598058,-27.9,-33.6,5.4,284.7,1030.5,0.0,98.7,0.0,91.6,1147.0,Freezing fog,1.0,0.0,2022-02-05 15:00,32.9000015258789,95.3000030517578
3356,10598391,9.7,9.9,3.6,221.1,1016.3,0.0,19.9,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,-17.5799999237061,-69.4499969482422
3357,10598724,11.5,11.9,3.6,36.6,1015.0,0.0,29.4,10.0,2.4,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,-16.7299995422363,-69.7200012207031
3358,10599057,7.5,6.1,7.9,26.1,1019.2,0.5,79.4,10.0,80.9,1240.0,Light rain shower,2.0,1.0,2022-02-05 15:00,-12.7700004577637,-75.0299987792969
3359,10599390,-16.5,-22.6,9.0,269.1,1022.1,0.0,82.0,10.0,19.8,1000.0,Clear,1.0,0.0,2022-02-05 15:00,31.8799991607666,93.7799987792969
3360,10599723,-15.8,-22.5,10.8,208.7,1008.0,0.0,75.0,10.0,12.8,1000.0,Clear,1.0,0.0,2022-02-05 15:00,33.75,99.6500015258789
3361,10600056,12.2,11.8,6.8,27.5,1013.9,0.0,45.9,10.0,5.8,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,-16.0499992370605,-69.8300018310547
3362,10600389,-6.3,-12.4,15.8,211.8,1008.4,0.0,49.9,10.0,31.2,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,30.0,100.269996643066
3363,10600722,9.4,8.2,8.3,285.5,1017.1,0.1,68.9,10.0,89.0,1063.0,Patchy rain possible,2.0,1.0,2022-02-05 15:00,-14.2700004577637,-71.2200012207031
3364,10601055,13.5,13.3,7.2,9.8,1012.4,0.4,38.3,10.0,82.0,1063.0,Patchy rain possible,3.0,1.0,2022-02-05 15:00,-19.5300006866455,-65.7200012207031
3365,10601388,-28.3,-28.3,1.1,150.9,1049.3,0.0,55.1,10.0,2.6,1000.0,Clear,1.0,0.0,2022-02-05 15:00,39.0800018310547,73.4199981689453
3366,10601721,8.9,7.8,7.6,46.7,1017.6,0.4,70.5,10.0,77.0,1273.0,Patchy light rain with thunder,2.0,1.0,2022-02-05 15:00,-11.4200000762939,-75.6999969482422
3367,10602054,-13.1,-18.4,8.6,195.4,1012.6,0.0,58.6,10.0,7.5,1000.0,Clear,1.0,0.0,2022-02-05 15:00,32.2799987792969,100.330001831055
3368,10602387,-22,-26.9,5.4,177.5,1018.6,0.2,89.9,7.0,54.3,1216.0,Patchy moderate snow,1.0,0.0,2022-02-05 15:00,31.4200000762939,95.5999984741211
3369,10602720,-15.5,-15.5,2.2,314.4,1015.8,0.0,76.1,10.0,12.8,1000.0,Clear,1.0,0.0,2022-02-05 15:00,28.4200000762939,92.4700012207031
3370,10603053,12.5,12.2,6.5,13.1,1014.2,0.0,45.1,10.0,4.5,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,-16.1200008392334,-69.6699981689453
3371,10603386,4,4.0,4.0,70.0,1025.1,0.0,87.0,10.0,50.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,47.060001373291,7.88000011444092
3372,10603719,-26.5,-33.6,7.6,192.5,1035.5,0.0,72.5,10.0,7.3,1000.0,Clear,1.0,0.0,2022-02-05 15:00,36.5,77.0
3373,10604052,-28.8,-38.1,10.8,161.0,1039.1,0.0,67.2,10.0,7.7,1000.0,Clear,1.0,0.0,2022-02-05 15:00,37.5299987792969,74.8300018310547
3374,10604385,-7.3,-10.1,5.4,306.1,1010.0,0.0,40.8,10.0,19.1,1210.0,Patchy light snow,1.0,0.0,2022-02-05 15:00,29.25,88.879997253418
3375,10604718,6.1,2.9,16.2,271.0,1018.2,0.0,26.1,10.0,5.6,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,-32.8300018310547,-70.0800018310547
3376,10605051,13,13.0,9.0,310.0,1034.9,0.0,35.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,-15.4799995422363,-70.1500015258789
3377,10605384,13,12.89,9.0,310.0,1034.9,0.0,35.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,-15.8299999237061,-70.0299987792969
3378,10605717,-4.7,-4.7,1.1,194.4,1012.9,0.0,68.0,9.0,6.6,1066.0,Patchy snow possible,1.0,0.0,2022-02-05 15:00,35.3499984741211,138.729995727539
3379,10606050,-27.5,-32.5,4.7,278.6,1046.0,0.0,55.4,10.0,6.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,37.7000007629395,72.9499969482422
3380,10606383,-28.1,-28.1,2.9,147.4,1043.2,0.0,59.6,10.0,4.7,1000.0,Clear,1.0,0.0,2022-02-05 15:00,38.0699996948242,74.4700012207031
3381,10606716,-12.6,-19.5,13.3,149.9,1010.6,0.1,91.1,5.0,75.6,1282.0,Moderate or heavy snow with thunder,1.0,0.0,2022-02-05 15:00,29.0499992370605,100.300003051758
3382,10607049,12,12.0,9.0,180.0,1033.9,0.0,58.0,10.0,50.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,-18.0499992370605,-67.0699996948242
3383,10607382,-19.1,-30.1,23.4,21.1,1025.0,0.0,52.8,9.0,1.9,1066.0,Patchy snow possible,1.0,0.0,2022-02-05 15:00,27.8199996948242,86.7200012207031
3384,10607715,-16.1,-22.4,9.7,237.7,1012.7,0.0,91.8,10.0,53.3,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,33.0200004577637,97.0199966430664
3385,10608048,12.2,10.5,16.6,302.5,1015.1,0.0,25.3,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,-20.5799999237061,-66.8000030517578
3386,10608381,-9.8,-13.4,6.1,200.6,1004.9,0.0,48.2,10.0,17.4,1210.0,Patchy light snow,1.0,0.0,2022-02-05 15:00,32.5,97.9300003051758
3387,10608714,-5,-8.2,6.8,177.5,1009.7,0.1,45.0,7.0,65.7,1216.0,Patchy moderate snow,1.0,0.0,2022-02-05 15:00,29.2299995422363,91.7699966430664
3388,10609047,-10.5,-15.3,8.6,178.2,1009.7,0.0,44.3,10.0,11.6,1000.0,Clear,1.0,0.0,2022-02-05 15:00,29.0,89.629997253418
3389,10609380,-24.1,-31.2,8.3,180.7,1035.0,0.0,92.4,10.0,62.6,1006.0,Cloudy,1.0,0.0,2022-02-05 15:00,40.4500007629395,75.379997253418
3390,10609713,-31.4,-40.9,10.1,261.5,1041.8,0.0,58.6,10.0,4.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,38.1699981689453,73.9800033569336
3391,10610046,-15.6,-20.4,6.8,80.3,1018.5,0.4,95.2,2.0,100.0,1225.0,Heavy snow,1.0,0.0,2022-02-05 15:00,37.2999992370605,99.0199966430664
3392,10610379,-28.9,-38.6,11.5,175.7,1040.0,0.0,90.2,10.0,23.9,1000.0,Clear,1.0,0.0,2022-02-05 15:00,41.9199981689453,78.2300033569336
3393,10610712,25,24.48,6.8,200.0,1014.9,0.0,41.0,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,-33.2999992370605,-70.25
3394,10611045,6,4.83,4.0,200.0,1025.1,0.0,70.0,10.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,46.5499992370605,7.98000001907349
3395,10611378,-14.8,-23.5,18.4,71.1,1016.3,0.4,91.8,2.0,100.0,1225.0,Heavy snow,1.0,0.0,2022-02-05 15:00,35.0299987792969,101.470001220703
3396,10611711,-12.1,-16.9,7.9,43.3,1017.0,0.0,95.2,2.0,89.9,1030.0,Mist,1.0,0.0,2022-02-05 15:00,34.0999984741211,102.620002746582
3397,10612044,-26.9,-33.8,7.2,195.7,1039.7,0.0,86.5,10.0,36.1,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,41.8199996948242,78.7300033569336
3398,10612377,-14.6,-25.4,29.5,224.4,1004.9,0.1,56.0,9.0,89.0,1066.0,Patchy snow possible,1.0,0.0,2022-02-05 15:00,32.5699996948242,100.580001831055
3399,10612710,-12.5,-19.8,14.8,82.0,1013.7,0.3,91.2,2.0,75.2,1225.0,Heavy snow,1.0,0.0,2022-02-05 15:00,34.7299995422363,101.599998474121
3400,10613043,-12,-17.0,8.3,210.8,1011.9,0.0,62.4,10.0,5.9,1000.0,Clear,1.0,0.0,2022-02-05 15:00,30.9699993133545,100.199996948242
3401,10613376,8.4,8.2,4.3,210.9,1017.4,0.2,68.8,10.0,76.0,1273.0,Patchy light rain with thunder,2.0,1.0,2022-02-05 15:00,-12.0699996948242,-75.2300033569336
