,tempc,feelsc,windspeed_kph,winddir_deg,pressure_mb,precip_mm,humidity,visibility_km,cloud,weather_code,uvindex,isday,updatedon,a,Unnamed: 0,stationid,b,c,lat,lon
291,7,4.0,37.1,240.0,994.9,5.2,87.0,10.0,50.0,1003.0,1.0,1.0,2022-02-05 15:00,975.0,975,414252,975.0,975.0,49.719448,-4.952957
292,7.1,2.2,38.9,249.6,1002.7,2.5,89.9,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2722.0,2722,9079245,2722.0,2722.0,49.719448,-4.942957
293,7.2,2.3,38.5,240.1,1012.2,2.0,92.2,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,882.0,882,383283,882.0,882.0,49.719448,-4.932957
294,7.2,2.7,32.4,242.4,1011.9,3.3,94.7,7.0,100.0,1189.0,2.0,1.0,2022-02-05 15:00,2681.0,2681,8766891,2681.0,2681.0,49.719448,-4.922957
295,7.2,3.6,22.7,250.4,1006.5,1.6,94.1,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2664.0,2664,8756568,2664.0,2664.0,49.719448,-4.912957
296,7.4,1.4,60.8,237.5,1009.1,0.0,80.0,10.0,100.0,1009.0,2.0,1.0,2022-02-05 15:00,2474.0,2474,7263729,2474.0,2474.0,49.719448,-4.902957
297,7.5,2.1,48.6,256.4,1004.9,1.1,91.3,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2755.0,2755,9295029,2755.0,2755.0,49.719448,-4.892956999999999
298,7.7,2.1,54.7,261.4,1003.8,1.5,87.1,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2616.0,2616,8596062,2616.0,2616.0,49.719448,-4.882956999999999
299,7.7,2.3,50.4,263.2,1002.9,1.8,84.0,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2567.0,2567,8575416,2567.0,2567.0,49.719448,-4.8729569999999995
300,7.7,2.4,48.6,259.6,1003.2,1.7,86.7,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,897.0,897,388278,897.0,897.0,49.719448,-4.862957
301,7.8,2.3,54.7,255.2,1003.4,1.6,87.2,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,928.0,928,398601,928.0,928.0,49.719448,-4.852957
302,7.8,2.6,48.6,260.1,1003.1,1.8,86.4,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2716.0,2716,9076914,2716.0,2716.0,49.719448,-4.842957
303,7.9,2.8,47.5,249.8,1005.0,1.2,92.6,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2573.0,2573,8578080,2573.0,2573.0,49.719448,-4.8329569999999995
304,8,2.62,47.9,230.0,1004.1,0.4,87.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2648.0,2648,8751240,2648.0,2648.0,49.719448,-4.822957
305,8,2.64,47.9,230.0,1004.1,0.4,87.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2761.0,2761,9297027,2761.0,2761.0,49.719448,-4.812956999999999
306,8,2.64,47.9,230.0,1004.1,0.5,87.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2346.0,2346,4345317,2346.0,2346.0,49.719448,-4.802956999999999
307,8,2.67,22.0,260.0,991.9,1.6,66.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2701.0,2701,9071919,2701.0,2701.0,49.719448,-4.7929569999999995
308,8,2.74,47.9,230.0,1004.1,0.3,87.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,1031.0,1031,432900,1031.0,1031.0,49.719448,-4.782957
309,8,2.76,22.0,260.0,991.9,1.1,66.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2702.0,2702,9072252,2702.0,2702.0,49.719448,-4.772957
310,8,2.8,47.9,230.0,1004.1,1.2,87.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,1018.0,1018,428571,1018.0,1018.0,49.719448,-4.762957
311,8,2.83,25.9,220.0,1010.2,0.4,87.0,7.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2397.0,2397,4844484,2397.0,2397.0,49.719448,-4.752957
312,8,2.96,25.9,220.0,1010.2,0.4,87.0,7.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,984.0,984,417249,984.0,984.0,49.719448,-4.742957
313,8,2.96,47.9,230.0,1004.1,2.8,87.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2605.0,2605,8591733,2605.0,2605.0,49.719448,-4.732957
314,8,2.98,41.0,250.0,1002.0,2.4,81.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2594.0,2594,8586738,2594.0,2594.0,49.719448,-4.722956999999999
315,8,3.04,25.9,220.0,1010.2,0.1,87.0,7.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2340.0,2340,4324005,2340.0,2340.0,49.719448,-4.712956999999999
316,8,3.04,37.1,260.0,1000.0,2.4,87.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2582.0,2582,8582409,2582.0,2582.0,49.719448,-4.702957
317,8,3.04,41.0,250.0,1002.0,2.1,81.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2536.0,2536,7293033,2536.0,2536.0,49.719448,-4.692957
318,8,3.06,25.9,220.0,1010.2,1.3,87.0,7.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2310.0,2310,4166829,2310.0,2310.0,49.719448,-4.682957
319,8,3.12,22.0,260.0,991.9,0.5,66.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,977.0,977,414918,977.0,977.0,49.719448,-4.672957
320,8,3.18,25.9,220.0,1010.2,2.3,87.0,7.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,839.0,839,368964,839.0,839.0,49.719448,-4.662957
321,8,3.18,41.0,250.0,1002.0,2.6,81.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,831.0,831,366300,831.0,831.0,49.719448,-4.652957
322,8,3.2,25.9,220.0,1010.2,0.2,87.0,7.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,828.0,828,365301,828.0,828.0,49.719448,-4.642956999999999
323,8,3.2,42.5,244.2,1014.1,2.1,90.1,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2762.0,2762,9297360,2762.0,2762.0,49.719448,-4.632956999999999
324,8,3.22,25.9,220.0,1010.2,2.1,87.0,7.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2677.0,2677,8765226,2677.0,2677.0,49.719448,-4.6229569999999995
325,8,3.3,37.1,260.0,1000.0,1.2,87.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2570.0,2570,8576748,2570.0,2570.0,49.719448,-4.612957
326,8,3.34,25.9,220.0,1010.2,0.5,87.0,7.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2233.0,2233,3450546,2233.0,2233.0,49.719448,-4.602957
327,8,3.34,25.9,220.0,1010.2,2.0,87.0,7.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2228.0,2228,3448881,2228.0,2228.0,49.719448,-4.592957
328,8,3.41,22.0,260.0,991.9,1.8,66.0,10.0,75.0,1003.0,1.0,1.0,2022-02-05 15:00,2704.0,2704,9072918,2704.0,2704.0,49.719448,-4.5829569999999995
329,8,3.41,25.9,220.0,1010.2,1.7,87.0,7.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2639.0,2639,8748243,2639.0,2639.0,49.719448,-4.572957
330,8,3.46,25.9,220.0,1010.2,0.4,87.0,7.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2641.0,2641,8748909,2641.0,2641.0,49.719448,-4.562956999999999
331,8,3.48,25.9,220.0,1010.2,0.2,87.0,7.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2578.0,2578,8580744,2578.0,2578.0,49.719448,-4.552956999999999
332,8,3.48,25.9,220.0,1010.2,2.2,87.0,7.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,10299.0,10299,12935052,10299.0,10299.0,49.719448,-4.5429569999999995
333,8,3.52,41.0,250.0,1002.0,2.9,81.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,835.0,835,367632,835.0,835.0,49.719448,-4.532957
334,8,3.52,47.9,230.0,1004.1,0.9,87.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2317.0,2317,4183146,2317.0,2317.0,49.719448,-4.522957
335,8,3.52,47.9,230.0,1004.1,2.1,87.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2413.0,2413,4970025,2413.0,2413.0,49.719448,-4.512957
336,8,3.55,22.0,260.0,991.9,0.4,66.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2750.0,2750,9293031,2750.0,2750.0,49.719448,-4.502957
337,8,3.55,22.0,260.0,991.9,0.6,66.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2707.0,2707,9073917,2707.0,2707.0,49.719448,-4.492957
338,8,3.57,47.9,230.0,1004.1,1.7,87.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2408.0,2408,4962033,2408.0,2408.0,49.719448,-4.482957
339,8,3.62,22.0,260.0,991.9,0.9,66.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2705.0,2705,9073251,2705.0,2705.0,49.719448,-4.472956999999999
340,8,3.64,41.0,250.0,1002.0,3.5,81.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2364.0,2364,4531464,2364.0,2364.0,49.719448,-4.462956999999999
341,8,3.67,37.1,260.0,1000.0,1.6,87.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2382.0,2382,4685976,2382.0,2382.0,49.719448,-4.452957
342,8,3.69,22.0,260.0,991.9,0.9,66.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2709.0,2709,9074583,2709.0,2709.0,49.719448,-4.442957
343,8,3.71,37.1,260.0,1000.0,1.6,87.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,899.0,899,388944,899.0,899.0,49.719448,-4.432957
344,8,3.71,42.8,250.0,1006.1,2.6,87.0,9.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,,2658,8754570,2658.0,2658.0,49.719448,-4.422957
345,8,3.74,37.1,260.0,1000.0,2.1,87.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2321.0,2321,4212783,2321.0,2321.0,49.719448,-4.412957
346,8,3.74,41.0,250.0,1002.0,2.0,81.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,960.0,960,409257,960.0,960.0,49.719448,-4.402957
347,8,3.89,22.0,260.0,991.9,0.3,66.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2706.0,2706,9073584,2706.0,2706.0,49.719448,-4.392956999999999
348,8,3.92,22.0,260.0,991.9,1.0,66.0,10.0,75.0,1003.0,1.0,1.0,2022-02-05 15:00,815.0,815,360972,815.0,815.0,49.719448,-4.382956999999999
349,8,3.97,22.0,260.0,991.9,1.4,66.0,10.0,75.0,1003.0,1.0,1.0,2022-02-05 15:00,2786.0,2786,9569088,2786.0,2786.0,49.719448,-4.3729569999999995
350,8,3.97,37.1,260.0,1000.0,1.5,87.0,10.0,75.0,1183.0,1.0,1.0,2022-02-05 15:00,905.0,905,390942,905.0,905.0,49.719448,-4.362957
351,8,4.1,27.7,253.3,1007.3,2.8,93.2,7.0,100.0,1189.0,2.0,1.0,2022-02-05 15:00,2660.0,2660,8755236,2660.0,2660.0,49.719448,-4.352957
352,8,4.32,22.0,260.0,991.9,0.9,66.0,10.0,75.0,1003.0,1.0,1.0,2022-02-05 15:00,919.0,919,395604,919.0,919.0,49.719448,-4.342957
353,8,4.39,22.0,260.0,991.9,1.6,66.0,10.0,75.0,1003.0,1.0,1.0,2022-02-05 15:00,820.0,820,362637,820.0,820.0,49.719448,-4.3329569999999995
354,8,4.42,22.0,260.0,991.9,2.1,66.0,10.0,75.0,1003.0,1.0,1.0,2022-02-05 15:00,2711.0,2711,9075249,2711.0,2711.0,49.719448,-4.322957
355,8,4.58,42.8,250.0,1006.1,1.5,87.0,9.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2665.0,2665,8756901,2665.0,2665.0,49.719448,-4.312956999999999
356,8,4.84,19.1,230.0,1023.0,0.0,71.0,10.0,100.0,1009.0,3.0,1.0,2022-02-05 15:00,,1805,2164167,,1805.0,49.719448,-4.302956999999999
357,8.2,3.7,37.4,250.7,1013.7,0.5,85.1,2.0,100.0,1153.0,2.0,1.0,2022-02-05 15:00,2764.0,2764,9298026,2764.0,2764.0,49.719448,-4.2929569999999995
358,8.2,3.9,35.3,248.6,1008.0,2.4,92.9,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2544.0,2544,7745247,2544.0,2544.0,49.719448,-4.282957
359,8.3,4.0,35.3,245.6,1010.1,1.0,91.1,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2657.0,2657,8754237,2657.0,2657.0,49.719448,-4.272957
360,8.5,4.1,37.1,247.1,1012.6,0.9,89.2,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2654.0,2654,8753238,2654.0,2654.0,49.719448,-4.262957
361,8.6,4.5,33.8,246.8,1009.0,1.6,91.6,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2659.0,2659,8754903,2659.0,2659.0,49.719448,-4.252957
362,8.7,3.8,48.2,241.9,1013.9,1.5,87.0,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,818.0,818,361971,818.0,818.0,49.719448,-4.242957
363,8.7,4.5,36.4,247.6,1011.9,0.4,88.1,2.0,100.0,1153.0,2.0,1.0,2022-02-05 15:00,2294.0,2294,4002327,2294.0,2294.0,49.719448,-4.232957
364,8.8,4.5,37.1,245.6,1011.3,0.3,88.3,2.0,100.0,1153.0,2.0,1.0,2022-02-05 15:00,2655.0,2655,8753571,2655.0,2655.0,49.719448,-4.222956999999999
365,8.8,4.5,37.4,248.0,1010.1,1.9,90.8,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2542.0,2542,7744581,2542.0,2542.0,49.719448,-4.212956999999999
366,9,3.79,46.1,250.0,1005.1,1.0,87.0,7.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,923.0,923,396936,923.0,923.0,49.719448,-4.202957
367,9,3.82,46.1,250.0,1000.0,0.5,81.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2642.0,2642,8749242,2642.0,2642.0,49.719448,-4.192957
368,9,3.99,43.9,240.0,1009.1,0.7,81.0,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,843.0,843,370296,843.0,843.0,49.719448,-4.182957
369,9,4.07,41.0,230.0,1006.1,0.2,76.0,10.0,25.0,1003.0,2.0,1.0,2022-02-05 15:00,991.0,991,419580,991.0,991.0,49.719448,-4.172957
370,9,4.07,46.1,240.0,1008.1,0.2,81.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,854.0,854,373959,854.0,854.0,49.719448,-4.162957
371,9,4.07,46.1,250.0,1000.0,3.2,81.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2807.0,2807,9950706,2807.0,2807.0,49.719448,-4.152957
372,9,4.09,38.9,260.0,1001.0,0.8,87.0,9.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,372.0,372,181485,372.0,372.0,49.719448,-4.142956999999999
373,9,4.11,46.1,250.0,1000.0,0.5,81.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,953.0,953,406926,953.0,953.0,49.719448,-4.132956999999999
374,9,4.12,50.0,250.0,1007.1,1.3,87.0,6.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2300.0,2300,4108554,2300.0,2300.0,49.719448,-4.1229569999999995
375,9,4.14,46.1,250.0,1000.0,0.8,81.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,1011.0,1011,426240,1011.0,1011.0,49.719448,-4.112957
376,9,4.14,46.1,250.0,1000.0,2.1,81.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2327.0,2327,4225770,2327.0,2327.0,49.719448,-4.102957
377,9,4.16,43.9,240.0,1003.0,3.7,76.0,10.0,50.0,1183.0,2.0,1.0,2022-02-05 15:00,865.0,865,377622,865.0,865.0,49.719448,-4.092957
378,9,4.17,37.1,220.0,1012.9,0.0,76.0,10.0,50.0,1003.0,2.0,1.0,2022-02-05 15:00,2615.0,2615,8595729,2615.0,2615.0,49.719448,-4.0829569999999995
379,9,4.17,41.0,260.0,998.0,0.7,71.0,10.0,25.0,1003.0,2.0,1.0,2022-02-05 15:00,1015.0,1015,427572,1015.0,1015.0,49.719448,-4.072957
380,9,4.19,41.0,230.0,1006.1,0.2,76.0,10.0,25.0,1003.0,2.0,1.0,2022-02-05 15:00,2576.0,2576,8580078,2576.0,2576.0,49.719448,-4.062956999999999
381,9,4.21,31.0,230.0,1019.0,0.0,71.0,10.0,75.0,1003.0,3.0,1.0,2022-02-05 15:00,,291,151515,291.0,291.0,49.719448,-4.052956999999999
382,9,4.23,43.9,240.0,1003.0,1.6,76.0,10.0,50.0,1183.0,2.0,1.0,2022-02-05 15:00,2760.0,2760,9296694,2760.0,2760.0,49.719448,-4.0429569999999995
383,9,4.24,22.0,230.0,1016.9,0.0,66.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2593.0,2593,8586405,2593.0,2593.0,49.719448,-4.032957
384,9,4.24,37.1,220.0,1012.9,0.0,76.0,10.0,50.0,1003.0,2.0,1.0,2022-02-05 15:00,2568.0,2568,8576082,2568.0,2568.0,49.719448,-4.022957
385,9,4.24,37.1,220.0,1012.9,0.0,76.0,10.0,50.0,1003.0,2.0,1.0,2022-02-05 15:00,1000.0,1000,422577,1000.0,1000.0,49.719448,-4.012957
386,9,4.24,41.0,260.0,998.0,0.5,71.0,10.0,25.0,1003.0,2.0,1.0,2022-02-05 15:00,2306.0,2306,4152510,2306.0,2306.0,49.719448,-4.002957
387,9,4.24,43.9,240.0,1003.0,0.5,76.0,10.0,50.0,1183.0,2.0,1.0,2022-02-05 15:00,1021.0,1021,429570,1021.0,1021.0,49.719448,-3.9929569999999996
388,9,4.24,46.1,250.0,1000.0,2.7,81.0,10.0,75.0,1183.0,1.0,1.0,2022-02-05 15:00,951.0,951,406260,951.0,951.0,49.719448,-3.982957
389,9,4.26,41.0,260.0,998.0,2.5,71.0,10.0,25.0,1003.0,2.0,1.0,2022-02-05 15:00,2629.0,2629,8744913,2629.0,2629.0,49.719448,-3.9729569999999996
390,9,4.26,50.0,250.0,1007.1,1.6,87.0,6.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2376.0,2376,4603392,2376.0,2376.0,49.719448,-3.962957
391,9,4.28,34.9,250.0,1010.2,0.3,81.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2628.0,2628,8744580,2628.0,2628.0,49.719448,-3.9529569999999996
392,9,4.28,41.0,260.0,998.0,2.5,71.0,10.0,25.0,1003.0,2.0,1.0,2022-02-05 15:00,2634.0,2634,8746578,2634.0,2634.0,49.719448,-3.942957
393,9,4.28,43.9,240.0,1003.0,3.5,76.0,10.0,50.0,1183.0,2.0,1.0,2022-02-05 15:00,2679.0,2679,8766225,2679.0,2679.0,49.719448,-3.9329569999999996
394,9,4.3,41.0,230.0,1006.1,0.3,76.0,10.0,25.0,1003.0,2.0,1.0,2022-02-05 15:00,927.0,927,398268,927.0,927.0,49.719448,-3.922957
395,9,4.3,43.9,240.0,1003.0,0.6,76.0,10.0,50.0,1183.0,2.0,1.0,2022-02-05 15:00,1003.0,1003,423576,1003.0,1003.0,49.719448,-3.9129569999999996
396,9,4.3,47.9,240.0,1004.1,1.9,76.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2229.0,2229,3449214,2229.0,2229.0,49.719448,-3.902957
397,9,4.31,38.9,240.0,1016.9,0.2,81.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,863.0,863,376956,863.0,863.0,49.719448,-3.8929569999999996
398,9,4.31,50.0,250.0,1007.1,0.3,87.0,6.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2599.0,2599,8589069,2599.0,2599.0,49.719448,-3.8829569999999998
399,9,4.33,22.0,230.0,1016.9,0.0,66.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,999.0,999,422244,999.0,999.0,49.719448,-3.8729569999999995
400,9,4.33,22.0,230.0,1016.9,0.0,66.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,855.0,855,374292,855.0,855.0,49.719448,-3.8629569999999998
401,9,4.33,33.1,240.0,1025.1,0.0,81.0,10.0,50.0,1003.0,4.0,1.0,2022-02-05 15:00,821.0,821,362970,821.0,821.0,49.719448,-3.852957
402,9,4.37,33.1,240.0,1010.2,0.0,71.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,906.0,906,391275,906.0,906.0,49.719448,-3.8429569999999993
403,9,4.37,41.0,240.0,1020.0,0.0,81.0,10.0,50.0,1003.0,2.0,1.0,2022-02-05 15:00,883.0,883,383616,883.0,883.0,49.719448,-3.8329569999999995
404,9,4.37,41.0,240.0,1020.0,0.0,81.0,10.0,50.0,1003.0,2.0,1.0,2022-02-05 15:00,2585.0,2585,8583408,2585.0,2585.0,49.719448,-3.8229569999999997
405,9,4.37,43.9,240.0,1008.1,0.4,87.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2330.0,2330,4257405,2330.0,2330.0,49.719448,-3.812957
406,9,4.37,46.1,250.0,1000.0,0.6,81.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,848.0,848,371961,848.0,848.0,49.719448,-3.8029569999999993
407,9,4.37,46.1,250.0,1005.1,1.6,87.0,7.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,980.0,980,415917,980.0,980.0,49.719448,-3.7929569999999995
408,9,4.39,33.1,240.0,1025.1,0.0,81.0,10.0,50.0,1003.0,4.0,1.0,2022-02-05 15:00,293.0,293,152181,293.0,293.0,49.719448,-3.7829569999999997
409,9,4.39,46.1,240.0,1008.1,0.1,81.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2680.0,2680,8766558,2680.0,2680.0,49.719448,-3.772957
410,9,4.39,47.9,240.0,1004.1,1.8,76.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2226.0,2226,3448215,2226.0,2226.0,49.719448,-3.762957
411,9,4.41,31.0,240.0,1023.0,0.0,87.0,10.0,75.0,1009.0,4.0,1.0,2022-02-05 15:00,907.0,907,391608,907.0,907.0,49.719448,-3.7529569999999994
412,9,4.41,34.9,250.0,1010.2,2.7,81.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2541.0,2541,7294698,2541.0,2541.0,49.719448,-3.7429569999999996
413,9,4.41,41.0,230.0,1006.1,0.0,76.0,10.0,25.0,1003.0,2.0,1.0,2022-02-05 15:00,2556.0,2556,8571753,2556.0,2556.0,49.719448,-3.732957
414,9,4.42,38.9,260.0,1001.0,1.4,87.0,9.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2530.0,2530,7291035,2530.0,2530.0,49.719448,-3.722957
415,9,4.42,41.0,240.0,1020.0,0.0,81.0,10.0,50.0,1003.0,2.0,1.0,2022-02-05 15:00,2230.0,2230,3449547,2230.0,2230.0,49.719448,-3.7129569999999994
416,9,4.42,41.0,240.0,1020.0,0.0,81.0,10.0,50.0,1003.0,2.0,1.0,2022-02-05 15:00,2227.0,2227,3448548,2227.0,2227.0,49.719448,-3.7029569999999996
417,9,4.42,42.8,240.0,1010.2,0.0,76.0,10.0,100.0,1009.0,2.0,1.0,2022-02-05 15:00,944.0,944,403929,944.0,944.0,49.719448,-3.692957
418,9,4.44,31.0,240.0,1013.9,0.0,71.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2602.0,2602,8590401,2602.0,2602.0,49.719448,-3.682957
419,9,4.44,37.1,230.0,1017.9,0.0,71.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2365.0,2365,4532130,2365.0,2365.0,49.719448,-3.6729569999999994
420,9,4.44,38.9,240.0,1016.9,0.3,81.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2769.0,2769,9299691,2769.0,2769.0,49.719448,-3.6629569999999996
421,9,4.44,41.0,240.0,1020.0,0.0,81.0,10.0,50.0,1003.0,2.0,1.0,2022-02-05 15:00,2232.0,2232,3450213,2232.0,2232.0,49.719448,-3.652957
422,9,4.44,43.9,240.0,1003.0,1.3,76.0,10.0,50.0,1183.0,2.0,1.0,2022-02-05 15:00,898.0,898,388611,898.0,898.0,49.719448,-3.642957
423,9,4.44,43.9,240.0,1008.1,0.7,87.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,370.0,370,180819,370.0,370.0,49.719448,-3.6329569999999993
424,9,4.46,34.9,240.0,1007.1,0.3,87.0,6.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2221.0,2221,3379950,2221.0,2221.0,49.719448,-3.6229569999999995
425,9,4.48,43.9,240.0,1003.0,1.1,76.0,10.0,50.0,1183.0,2.0,1.0,2022-02-05 15:00,958.0,958,408591,958.0,958.0,49.719448,-3.6129569999999998
426,9,4.5,31.0,220.0,1011.9,0.0,71.0,10.0,50.0,1003.0,2.0,1.0,2022-02-05 15:00,,909,392274,909.0,909.0,49.719448,-3.602957
427,9,4.5,38.9,230.0,1009.1,0.3,76.0,10.0,25.0,1003.0,2.0,1.0,2022-02-05 15:00,1036.0,1036,434565,1036.0,1036.0,49.719448,-3.5929569999999993
428,9,4.5,41.0,240.0,1020.0,0.0,81.0,10.0,50.0,1003.0,2.0,1.0,2022-02-05 15:00,946.0,946,404595,946.0,946.0,49.719448,-3.5829569999999995
429,9,4.52,33.1,240.0,1010.2,0.0,71.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,967.0,967,411588,967.0,967.0,49.719448,-3.5729569999999997
430,9,4.52,33.1,240.0,1010.2,0.0,71.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,917.0,917,394938,917.0,917.0,49.719448,-3.562957
431,9,4.52,38.9,240.0,1016.9,0.4,81.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2624.0,2624,8743248,2624.0,2624.0,49.719448,-3.5529569999999993
432,9,4.52,38.9,240.0,1016.9,0.4,81.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2349.0,2349,4379283,2349.0,2349.0,49.719448,-3.5429569999999995
433,9,4.52,38.9,240.0,1016.9,0.5,81.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2645.0,2645,8750241,2645.0,2645.0,49.719448,-3.5329569999999997
434,9,4.52,38.9,240.0,1016.9,0.5,81.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2562.0,2562,8573751,2562.0,2562.0,49.719448,-3.522957
435,9,4.52,43.9,240.0,1009.1,1.5,81.0,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,968.0,968,411921,968.0,968.0,49.719448,-3.512956999999999
436,9,4.54,22.0,230.0,1017.9,0.0,76.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2535.0,2535,7292700,2535.0,2535.0,49.719448,-3.5029569999999994
437,9,4.54,31.0,220.0,1011.9,0.0,71.0,10.0,50.0,1003.0,2.0,1.0,2022-02-05 15:00,,904,390609,904.0,904.0,49.719448,-3.4929569999999996
